OrthDme	Row.names	Chr	Start	End	Strand	Muller	DpsSpecific	baseMean.x	log2FoldChange.x	padj.x	baseMean.y	log2FoldChange.y	padj.y	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
250	NA	dps-mir-2575	NC_046679.1	15251161	15251280	+	2_E	yes	39.6232279040659	0.446021680426364	0.625732952001744	2922.08945050034	0.286719922288801	0.995289915640936	NA	NA	NA	NA	NA	NA
251	NA	dps-mir-2525	NC_046683.1	64600142	64600252	+	XR_D	yes	0	NA	NA	0.564866336939261	0.357035050320308	NA	NA	NA	NA	NA	NA	NA
252	NA	dps-mir-2545b	NC_046683.1	16578294	16578410	+	XL_A	yes	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
253	NA	dps-mir-2546	NC_046683.1	12802353	12802436	-	XL_A	yes	0.251088206601261	0.444864603096412	NA	41.4922249998662	0.207847248236885	0.995289915640936	NA	NA	NA	NA	NA	NA
254	NA	dps-mir-2547	NC_046683.1	38287205	38287290	-	XR_D	yes	0	NA	NA	0.181043054421169	0.00736872124448112	NA	NA	NA	NA	NA	NA	NA
255	NA	dps-mir-2536	NC_046683.1	9711368	9711478	+	XL_A	yes	5.49644049939943	3.42111279205706	0.0548149618388485	166.220544402477	4.38246374827221	0.0959990418077016	NA	NA	NA	NA	NA	NA
256	NA	dps-mir-2537	NC_046683.1	9711233	9711312	+	XL_A	yes	1.07018612561215	0.421165941838428	0.919539975975387	15.4793105547911	1.92255600467538	0.607682382580747	NA	NA	NA	NA	NA	NA
257	NA	dps-mir-2538	NC_046683.1	9710478	9710593	+	XL_A	yes	0.249548117591735	-1.41178448744034	NA	46.3496421561974	4.36722004810735	0.0500797110443819	NA	NA	NA	NA	NA	NA
258	NA	dps-mir-2541	NC_046683.1	9706086	9706193	+	XL_A	yes	0	NA	NA	134.187460150452	5.57818866102861	0.00338296851330476	NA	NA	NA	NA	NA	NA
259	NA	dps-mir-2542-3	NC_046683.1	9698737	9698821	+	XL_A	yes	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
260	NA	dps-mir-2543a-1	NC_046683.1	9699091	9699206	+	XL_A	yes	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
261	NA	dps-mir-2543a-2	NC_046683.1	9699091	9699206	+	XL_A	yes	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
262	NA	dps-mir-280	NC_046680.1	5849551	5849644	+	3_C	no	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
263	NA	dps-mir-2544	NC_046683.1	9695220	9695324	+	XL_A	yes	0.252628295610787	2.39133048317948	NA	87.1414333185141	3.63069768685316	0.0969276841438902	NA	NA	NA	NA	NA	NA
264	NA	dps-mir-2545a	NC_046683.1	16578294	16578411	+	XL_A	no	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
265	NA	dps-mir-2510	NC_046681.1	5946829	5946935	-	4_B	yes	2.38539335179777	4.63967469495746	0.0706560449150577	267.02909007507	4.02065198199075	0.064422548313287	NA	NA	NA	NA	NA	NA
266	NA	dps-mir-2511-1	NC_046681.1	5945630	5945746	-	4_B	yes	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
267	NA	dps-mir-2513a	NC_046683.1	33702833	33702952	+	XR_D	yes	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
268	NA	dps-mir-2548	NC_046683.1	38351221	38351318	-	XR_D	yes	0	NA	NA	0.398294719726572	-1.16089106634234	NA	NA	NA	NA	NA	NA	NA
269	NA	dps-mir-2550	NC_046680.1	22064503	22064614	-	3_C	yes	0.0505256591221574	0.825985212707861	NA	13.9475809268973	-4.63313432929422	0.13838012303621	NA	NA	NA	NA	NA	NA
270	NA	dps-mir-2551	NC_046680.1	12414198	12414317	+	3_C	yes	0.101051318244315	1.49422037078909	NA	201.773311221705	2.12417995359022	0.510127122940897	NA	NA	NA	NA	NA	NA
271	NA	dps-mir-2552	NC_046680.1	12414979	12415091	+	3_C	yes	43.3469390457971	6.36950890334063	1.38964698304859e-07	1091.88887128861	5.87206349282873	0.00338296851330476	NA	NA	NA	NA	NA	NA
272	NA	dps-mir-2554	NC_046680.1	12416074	12416190	+	3_C	yes	0.748644352775206	-1.6356282767691	NA	611.213217109852	1.15393442686973	0.782720922084047	NA	NA	NA	NA	NA	NA
273	NA	dps-mir-2569	NC_046681.1	16134724	16134814	-	4_B	yes	1.50036888356946	-0.835857132876853	0.744894465396446	445.295755203944	0.226900176235733	0.995289915640936	NA	NA	NA	NA	NA	NA
274	NA	dps-mir-2556	NC_046680.1	20697745	20697850	+	3_C	yes	0.0505256591221574	0.825985212707861	NA	7.36487948243402	-2.83426147179035	0.515389283555419	NA	NA	NA	NA	NA	NA
275	NA	dps-mir-2571	NC_046679.1	27518623	27518694	-	2_E	yes	0.249548117591735	-1.41178448744034	NA	56.3551300088024	-5.93850766175161	0.0148143741781319	NA	NA	NA	NA	NA	NA
276	NA	dps-mir-2572	NC_046679.1	1796669	1796758	-	2_E	yes	0.300073776713893	-0.750543443429902	NA	17.095687492298	-0.218878065122979	0.995289915640936	NA	NA	NA	NA	NA	NA
277	NA	dps-mir-2564	NC_046681.1	7880251	7880359	-	4_B	yes	0.0505256591221574	0.825985212707861	NA	12.173539100748	-1.35066086221095	0.808699226506683	NA	NA	NA	NA	NA	NA
278	NA	dps-mir-2517-3	NC_046683.1	9693700	9693802	+	XL_A	no	0	NA	NA	0.0362086108842339	2.33832929085121	NA	NA	NA	NA	NA	NA	NA
279	NA	dps-mir-2560	NC_046681.1	21859730	21859846	+	4_B	yes	0.101051318244315	1.49422037078909	NA	18.1226592207923	2.29661301845599	0.510127122940897	NA	NA	NA	NA	NA	NA
280	NA	dps-mir-2562	NC_046681.1	8847258	8847321	+	4_B	yes	0.101051318244315	1.49422037078909	NA	15.3759492521462	-2.4290114927406	0.515389283555419	NA	NA	NA	NA	NA	NA
281	NA	dps-mir-2520	NC_046683.1	9711102	9711221	+	XL_A	yes	2.90133731607571	4.74331483444642	0.0548149618388485	32.6017182328003	3.08753614963158	0.22808615800356	NA	NA	NA	NA	NA	NA
282	NA	dps-mir-2568b	NC_046681.1	16134864	16134983	-	4_B	yes	0.0505256591221574	0.825985212707861	NA	17.1270931983251	-0.424183684121083	0.97836566749631	NA	NA	NA	NA	NA	NA
283	NA	dps-mir-2519	NC_046683.1	9732724	9732841	+	XL_A	yes	1.26772492160253	-0.918379192409114	0.744894465396446	45.8722461748378	1.07122154039913	0.819952138686478	NA	NA	NA	NA	NA	NA
284	NA	dps-mir-2568a	NC_046681.1	16095981	16096068	-	4_B	yes	2.72372850208794	-0.0906685985183906	0.966732124992951	1671.78885571019	2.08628744106764	0.575280316737845	NA	NA	NA	NA	NA	NA
285	NA	dps-mir-276c	NC_046681.1	6348996	6349111	+	4_B	yes	6.8744008467731	5.90393580705135	0.00791060854369296	1273.53993783177	6.2766546682663	0.00721597022202707	NA	NA	NA	NA	NA	NA
286	NA	dps-mir-289	NC_046683.1	62329671	62329770	+	XR_D	no	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
287	NA	dps-mir-2522a	NC_046683.1	9707838	9707949	+	XL_A	yes	1.07172621462168	2.77860318116251	0.402909587182902	71.0823620525821	2.97318677990041	0.194016475059617	NA	NA	NA	NA	NA	NA
288	NA	dps-mir-287	NC_046681.1	28791447	28791526	-	4_B	no	0	NA	NA	0.0362086108842339	2.33832929085121	NA	NA	NA	NA	NA	NA	NA
289	NA	dps-mir-2565	NC_046681.1	5967369	5967471	-	4_B	yes	9.41590026784469	0.621273709577118	0.744894465396446	95.824873239681	1.69752687472606	0.564409542480983	NA	NA	NA	NA	NA	NA
290	NA	dps-mir-288	NC_046681.1	25560408	25560503	+	4_B	no	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
291	NA	dps-mir-2566a-1	NC_046681.1	5945878	5945961	-	4_B	yes	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
